market_id,market_name,crop_id,crop_name,n_samples,n_errors,n_direction_reversal,mean_confidence,mean_abs_next_return,error_rate,direction_reversal_rate
514,彰化市場,FY021,扁柏,147,60,45,0.5079424201875964,0.2397338923793542,0.40816326530612246,0.30612244897959184
700,台南市場,FB502,火鶴花-綠紅心,147,57,45,0.6052156726674368,0.2649818279954456,0.3877551020408163,0.30612244897959184
900,屏東市,FK3,甜椒-新香,148,53,45,0.5821898589366273,0.3705625455096919,0.3581081081081081,0.30405405405405406
900,屏東市,LC0,包心白-其他,150,59,45,0.5780318804834456,0.33792482225544357,0.3933333333333333,0.3
105,台北市場,FS892,OT帕雷諾-雙朵,152,66,45,0.4982147432266522,0.24320970593008165,0.4342105263157895,0.29605263157894735
514,彰化市場,FS630,OT曼尼薩,154,50,45,0.5891521270703685,0.3822784501540039,0.3246753246753247,0.2922077922077922
241,三重區,811,紅龍果-白肉,155,78,45,0.46613061181766574,0.13304784013768517,0.5032258064516129,0.2903225806451613
105,台北市場,FB802,火鶴花-大地,163,60,45,0.6117689610708126,0.3027184106027909,0.36809815950920244,0.27607361963190186
700,台南市場,FY017,八角金盤,163,55,45,0.6064987732710914,0.3132443006512036,0.3374233128834356,0.27607361963190186
105,台北市場,FO640,蝴蝶蘭-粉色,164,55,45,0.6169967204165566,0.3132701116410338,0.3353658536585366,0.27439024390243905
800,高雄市場,FH156,野薑花-白,166,63,45,0.5407573278446405,0.21117516673960424,0.3795180722891566,0.2710843373493976
700,台南市場,FO009,萬代蘭,167,63,45,0.5628291111681241,0.2382541621477997,0.3772455089820359,0.2694610778443114
109,台北一,FT0,南瓜-其他,170,58,45,0.561621153361645,0.33945926303558466,0.3411764705882353,0.2647058823529412
400,台中市,FJ1,番茄-黑柿,171,79,45,0.5308118249177375,0.22117612191397765,0.4619883040935672,0.2631578947368421
800,高雄市場,IC803,進口染色大菊-牡丹,171,64,45,0.5047286072434928,0.19986681000108664,0.3742690058479532,0.2631578947368421
700,台南市場,FH000,其它花卉,172,56,45,0.6350555212446244,0.47960082025255957,0.32558139534883723,0.2616279069767442
105,台北市場,FH661,伯利恆之星,173,73,45,0.5317935755166286,0.18211959118994148,0.42196531791907516,0.26011560693641617
900,屏東市,FY4,玉米-玉米筍,178,52,45,0.5862492304711003,0.403154720554932,0.29213483146067415,0.25280898876404495
104,台北二,SH7,竹筍-去殼,184,69,45,0.5561889378135418,0.29286289719442893,0.375,0.24456521739130435
338,桃農,SD9,洋蔥-進口,187,89,45,0.5222342620001946,0.16979514401979356,0.47593582887700536,0.24064171122994651
900,屏東市,SP1,薑-老薑,189,82,45,0.6038109778265827,0.4138464553349986,0.43386243386243384,0.23809523809523808
338,桃農,FT11,南瓜-木瓜型 阿成,206,83,45,0.5028692943645587,0.15741391612724617,0.4029126213592233,0.21844660194174756
241,三重區,C9,柑橘-進口,207,107,45,0.5397405741233405,0.20080866197892072,0.5169082125603864,0.21739130434782608
420,豐原區,LC93,包心白菜-進口 包頭蓮,209,112,45,0.4707682035350055,0.15649707565113521,0.5358851674641149,0.215311004784689
109,台北一,FU2,隼人瓜-瓜苗,212,95,45,0.4645569797033068,0.12656661976688438,0.4481132075471698,0.21226415094339623
900,屏東市,SO1,甘薯-臺農57號,213,65,45,0.634720218633455,0.32332631648403376,0.3051643192488263,0.2112676056338028
109,台北一,LK3,芥藍菜-芥藍芽,214,78,45,0.5024689131339726,0.14722947872869183,0.3644859813084112,0.2102803738317757
220,板橋區,OX1,其他,214,66,45,0.6044279184122091,0.20972708701735937,0.308411214953271,0.2102803738317757
220,板橋區,SE6,青蔥-粉蔥,214,101,45,0.4404682955309079,0.12154457109049287,0.4719626168224299,0.2102803738317757
241,三重區,F1,雜柑-檸檬,214,125,45,0.44361571829446345,0.09309796145628281,0.5841121495327103,0.2102803738317757
400,台中市,FV4,辣椒-朝天椒,214,124,45,0.43647002907206833,0.08631183270357595,0.5794392523364486,0.2102803738317757
830,鳳山區,LA1,甘藍-初秋,223,128,45,0.4177306129986722,0.08025738859604815,0.5739910313901345,0.20179372197309417
800,高雄市,FK5,甜椒-青椒,224,126,45,0.42980389539311387,0.10878551164203412,0.5625,0.20089285714285715
800,高雄市,LI3,萵苣菜-本島圓葉,224,113,45,0.44660350441153224,0.14434172525968228,0.5044642857142857,0.20089285714285715
800,高雄市場,FS891,OT帕雷諾-單朵,104,54,44,0.5520715377330675,0.2393098387491033,0.5192307692307693,0.4230769230769231
514,彰化市場,FG105,劍蘭-２３５號,112,54,44,0.5279456004116868,0.2968160043976516,0.48214285714285715,0.39285714285714285
830,鳳山區,LL1,茼蒿,112,60,44,0.47793578401533143,0.15564515993566427,0.5357142857142857,0.39285714285714285
800,高雄市場,FS893,OT帕雷諾-三朵,117,55,44,0.5000914372872732,0.2577109816870282,0.4700854700854701,0.37606837606837606
105,台北市場,FH009,萬壽菊,124,53,44,0.5616234190497668,0.3044782332197713,0.4274193548387097,0.3548387096774194
105,台北市場,FD453,小菊-棒棒糖-粉,129,60,44,0.49719244230287873,0.23722359509607246,0.46511627906976744,0.34108527131782945
338,桃農,LG5,芹菜-芹菜管,129,51,44,0.5910883623158235,0.36762927849693716,0.3953488372093023,0.34108527131782945
800,高雄市,811,紅龍果-白肉,134,53,44,0.5481286193019391,0.2677126766688615,0.39552238805970147,0.3283582089552239
800,高雄市場,FD423,小菊-粉日記,134,57,44,0.511809496767082,0.2184942988801016,0.4253731343283582,0.3283582089552239
514,彰化市場,IC800,進口染色大菊,135,71,44,0.523743543992257,0.23972560238086157,0.5259259259259259,0.32592592592592595
400,台中市,LN2,油菜-小松菜,137,55,44,0.5175799367514191,0.25607176847394064,0.40145985401459855,0.32116788321167883
105,台北市場,FD657,小菊-西維亞白,139,52,44,0.5517598104871164,0.24819079541812242,0.37410071942446044,0.31654676258992803
400,台中市場,FU478,洋桔梗-羅西娜紫,139,51,44,0.6094986681942144,0.3705426830518273,0.3669064748201439,0.31654676258992803
105,台北市場,FR713,玫瑰-蒙馬特,142,60,44,0.5377914814440954,0.16741564518366028,0.4225352112676056,0.30985915492957744
241,三重區,FV2,辣椒-青小,143,55,44,0.5930852815387347,0.36903008430683704,0.38461538461538464,0.3076923076923077
700,台南市場,FO027,萬代蘭-巨輪紫,143,49,44,0.617413940233181,0.3826477019827037,0.34265734265734266,0.3076923076923077
800,高雄市,SI1,萵苣莖,145,62,44,0.4757279290867346,0.15634756411799808,0.42758620689655175,0.30344827586206896
400,台中市,SF3,韭菜-韭菜花,146,68,44,0.5508793353772559,0.3587261811594222,0.4657534246575342,0.3013698630136986
420,豐原區,LP1,芫荽,147,84,44,0.4340614025399347,0.1451864849381997,0.5714285714285714,0.29931972789115646
900,屏東市,SD9,洋蔥-進口,147,61,44,0.5772091188096476,0.3192730460670257,0.41496598639455784,0.29931972789115646
220,板橋區,W2,洋香瓜-網狀綠肉,148,72,44,0.48158742011562694,0.17230064923852176,0.4864864864864865,0.2972972972972973
400,台中市場,FR120,玫瑰-埔里之星,149,61,44,0.5636251730383143,0.3087193533781973,0.40939597315436244,0.2953020134228188
800,高雄市場,FB111,火鶴花-月光,150,62,44,0.5529858975462564,0.24895290468045886,0.41333333333333333,0.29333333333333333
109,台北一,FL92,豌豆-進口 紅花,151,80,44,0.5005088086664634,0.1392589352543201,0.5298013245033113,0.2913907284768212
514,彰化市場,FH466,繡球花-白,152,56,44,0.5788328715831745,0.3333050191704373,0.3684210526315789,0.2894736842105263
105,台北市場,FU453,洋桔梗-雙瓣綠,154,54,44,0.5832232241005875,0.3462375708810184,0.35064935064935066,0.2857142857142857
220,板橋區,F6,雜柑-黃金檸檬,156,59,44,0.5567527502145877,0.2382807036340496,0.3782051282051282,0.28205128205128205
105,台北市場,FM289,重瓣百合-莎曼莎多朵,157,82,44,0.4654197452166429,0.1625549056615371,0.5222929936305732,0.2802547770700637
800,高雄市場,FY000,切葉類,157,53,44,0.6729900848194464,0.5173446617984816,0.3375796178343949,0.2802547770700637
104,台北二,FT0,南瓜-其他,159,58,44,0.5853547499959931,0.3315318301103382,0.36477987421383645,0.27672955974842767
109,台北一,FV3,辣椒-雞心,160,72,44,0.48941815301960645,0.22881170792698358,0.45,0.275
220,板橋區,LI6,萵苣菜-蘿美,162,55,44,0.5992306972090264,0.4586341227905949,0.3395061728395062,0.2716049382716049
830,鳳山區,FJ1,番茄-黑柿,164,92,44,0.5130968413844144,0.2012789416470623,0.5609756097560976,0.2682926829268293
800,高雄市場,FO009,萬代蘭,166,62,44,0.5243756059616154,0.22294271604904226,0.37349397590361444,0.26506024096385544
400,台中市,FY0,玉米-其他,167,60,44,0.6162595347727525,0.450218359889806,0.3592814371257485,0.2634730538922156
420,豐原區,812,紅龍果-紅肉,167,73,44,0.4629738749049009,0.16229016154741252,0.437125748502994,0.2634730538922156
105,台北市場,FA985,繡球撫子-綠石竹,169,67,44,0.5193404552001523,0.20264325491634602,0.39644970414201186,0.2603550295857988
105,台北市場,FS870,OT大連,170,55,44,0.5845072321091213,0.3739842551287801,0.3235294117647059,0.25882352941176473
338,桃農,SV2,蘆筍-綠蘆筍,177,82,44,0.49240144959797183,0.14749355118916066,0.4632768361581921,0.24858757062146894
900,屏東市,FK4,甜椒-彩色種,183,62,44,0.5639483891819037,0.30081104593477204,0.33879781420765026,0.24043715846994534
109,台北一,FP1,萊豆-豆莢,186,100,44,0.4835316541576456,0.13366373840047388,0.5376344086021505,0.23655913978494625
900,屏東市,LA6,甘藍-甘藍芽,188,57,44,0.6076636145313896,0.40597344572026706,0.30319148936170215,0.23404255319148937
220,板橋區,91,其他,197,79,44,0.6292452547714312,0.48157164890211557,0.4010152284263959,0.2233502538071066
400,台中市,MA2,洋菇-盒裝,199,68,44,0.5947671387119673,0.2577212050856184,0.3417085427135678,0.22110552763819097
241,三重區,LQ1,紅鳳菜-紅鳳菜,210,77,44,0.4923108365934118,0.17159879282723758,0.36666666666666664,0.20952380952380953
400,台中市,F4,雜柑-桔子,210,110,44,0.4616302979120257,0.11167343768186958,0.5238095238095238,0.20952380952380953
512,永靖鄉,FB1,花椰菜-青梗,210,75,44,0.49844594883610066,0.15924179878534567,0.35714285714285715,0.20952380952380953
338,桃農,FU2,隼人瓜-瓜苗,213,97,44,0.47402386766039956,0.1025460533609959,0.45539906103286387,0.20657276995305165
109,台北一,812,紅龍果-紅肉,214,130,44,0.4139544874395494,0.09230500136955383,0.6074766355140186,0.205607476635514
109,台北一,FY94,玉米-進口 玉米筍,214,98,44,0.4318705693083333,0.12352049095678817,0.45794392523364486,0.205607476635514
109,台北一,SG2,大蒜-軟梗,214,129,44,0.4362737565471226,0.10037633338191197,0.602803738317757,0.205607476635514
420,豐原區,FV4,辣椒-朝天椒,217,118,44,0.43611679613106685,0.11221125560820422,0.543778801843318,0.20276497695852536
800,高雄市,FN1,敏豆-白豆,224,145,44,0.4207784139932495,0.1159651871770747,0.6473214285714286,0.19642857142857142
420,豐原區,LO1,甘薯葉,227,124,44,0.42403096176310956,0.09623711152216562,0.5462555066079295,0.19383259911894274
800,高雄市場,FS010,香水百合-紅,102,50,43,0.5885534766169733,0.314677034080052,0.49019607843137253,0.4215686274509804
800,高雄市場,FC302,大菊-世界一,108,61,43,0.49862745989576546,0.18351816183505013,0.5648148148148148,0.39814814814814814
800,高雄市場,FD456,小菊-卡洛粉,111,54,43,0.49246333072512594,0.23936993766153777,0.4864864864864865,0.38738738738738737
700,台南市場,FD423,小菊-粉日記,112,61,43,0.48095033951644056,0.18064999812256177,0.5446428571428571,0.38392857142857145
105,台北市場,FD625,小菊-白瑪格麗特,113,55,43,0.5728239755051672,0.2355114536175439,0.48672566371681414,0.3805309734513274
109,台北一,FN3,敏豆-粉豆,116,48,43,0.593086890211084,0.37134089303972356,0.41379310344827586,0.3706896551724138
338,桃農,LA2,甘藍-改良種,119,54,43,0.520857752273635,0.23480535200550642,0.453781512605042,0.36134453781512604
400,台中市,FL2,豌豆-紅花,121,63,43,0.492354226364666,0.16738629885091763,0.5206611570247934,0.35537190082644626
800,高雄市,SJ3,芋-里芋,123,59,43,0.5765862367623735,0.16793775047366616,0.4796747967479675,0.34959349593495936
338,桃農,LL1,茼蒿,124,52,43,0.5343825637987407,0.29043750426693377,0.41935483870967744,0.3467741935483871
700,台南市場,FC601,大菊-日本白,124,56,43,0.5669370602511107,0.25580950533473323,0.45161290322580644,0.3467741935483871
104,台北二,SS1,大心菜-帶葉,125,52,43,0.5841271199447235,0.2906794546372145,0.416,0.344
700,台南市場,FS891,OT帕雷諾-單朵,126,57,43,0.5463276821293286,0.2815220902548253,0.4523809523809524,0.3412698412698413
104,台北二,FI1,茄子-胭脂茄,127,68,43,0.5107326650497966,0.1777104390553104,0.5354330708661418,0.33858267716535434
105,台北市場,IC800,進口染色大菊,127,53,43,0.570030035797905,0.25548569874545124,0.41732283464566927,0.33858267716535434
400,台中市場,IC800,進口染色大菊,128,56,43,0.5782973436387742,0.24966643920435044,0.4375,0.3359375
700,台南市場,FD136,小菊-法國小紅,128,56,43,0.48463012785559917,0.1858798469907722,0.4375,0.3359375
400,台中市,LL1,茼蒿,130,60,43,0.515510350186404,0.1985813937272567,0.46153846153846156,0.33076923076923076
700,台南市場,FS989,OT百合-美麗果多朵,130,55,43,0.477331599984704,0.21024046069280197,0.4230769230769231,0.33076923076923076
800,高雄市場,FC801,染大菊-國王,130,65,43,0.4802277811439704,0.11734108799188205,0.5,0.33076923076923076
109,台北一,C0,柑橘-其他,132,53,43,0.5752573957171272,0.2755206104289915,0.4015151515151515,0.32575757575757575
400,台中市,P5,番石榴-水晶無子,134,56,43,0.5306161011286197,0.2564407836021717,0.417910447761194,0.3208955223880597
700,台南市場,FU449,洋桔梗-艾瑞娜彩粉,134,52,43,0.5699757889940491,0.29363426381186036,0.3880597014925373,0.3208955223880597
800,高雄市場,FY021,扁柏,135,56,43,0.4973544591257285,0.1824375215236247,0.4148148148148148,0.31851851851851853
105,台北市場,FO336,文心蘭-太陽之子,137,57,43,0.5884525727534932,0.28681651560890964,0.41605839416058393,0.31386861313868614
105,台北市場,FS789,OT百合-貝維爾多朵,140,66,43,0.46189585145235046,0.19074378573416884,0.4714285714285714,0.30714285714285716
514,彰化市場,FR408,玫瑰-黛安娜粉,143,63,43,0.521203081850292,0.25251381920401156,0.4405594405594406,0.3006993006993007
105,台北市場,FH464,繡球花-粉,144,64,43,0.48974723498068745,0.17917458526278074,0.4444444444444444,0.2986111111111111
105,台北市場,FR814,玫瑰-山中傳奇,144,69,43,0.45088402537142147,0.1002661530361203,0.4791666666666667,0.2986111111111111
514,彰化市場,FU472,洋桔梗-重瓣紫,145,54,43,0.5544762273885503,0.25816849712013856,0.3724137931034483,0.296551724137931
950,花蓮市,LX1,蕨菜-過貓,146,59,43,0.5941576219962919,0.2690353600630945,0.4041095890410959,0.2945205479452055
700,台南市場,FC800,大菊-染色大菊,150,64,43,0.48861009018900425,0.15395708872826955,0.4266666666666667,0.2866666666666667
241,三重區,FF0,絲瓜-其他,151,64,43,0.515344422547405,0.20756590642996217,0.423841059602649,0.2847682119205298
338,桃農,LI6,萵苣菜-蘿美,152,50,43,0.5999077541011966,0.3797338815804813,0.32894736842105265,0.28289473684210525
400,台中市場,FB106,火鶴花-丘比特,153,51,43,0.6543259664032179,0.33027224887750506,0.3333333333333333,0.28104575163398693
109,台北一,T5,西瓜-黃肉,154,85,43,0.4672897581119602,0.14553592432822812,0.551948051948052,0.2792207792207792
420,豐原區,FY8,玉米-白龍王,156,57,43,0.5530351117839434,0.3549788641204486,0.36538461538461536,0.27564102564102566
514,彰化市場,FR452,玫瑰-珍愛你,156,59,43,0.5462509497582211,0.2133575850885699,0.3782051282051282,0.27564102564102566
400,台中市場,FU471,洋桔梗-重瓣淺紫,157,58,43,0.5932283893102072,0.3166575717619988,0.36942675159235666,0.27388535031847133
514,彰化市場,FC800,大菊-染色大菊,157,83,43,0.4717835001194364,0.16529863746223614,0.5286624203821656,0.27388535031847133
109,台北一,SV3,蘆筍-蘆筍花,159,48,43,0.622582371505856,0.32887202502748586,0.3018867924528302,0.27044025157232704
800,高雄市場,FU465,洋桔梗-名人華麗白,159,55,43,0.5874786074124874,0.30111334931164974,0.34591194968553457,0.27044025157232704
220,板橋區,LI1,萵苣菜-廣東菜,161,53,43,0.5947523189364906,0.5440327716334519,0.32919254658385094,0.2670807453416149
220,板橋區,SN1,蓮藕,161,68,43,0.5654876448224109,0.2319414976574945,0.422360248447205,0.2670807453416149
241,三重區,SO2,甘薯-芋仔甘薯,161,49,43,0.611183338617108,0.3545997134040708,0.30434782608695654,0.2670807453416149
109,台北一,M3,楊桃-馬來亞種,162,63,43,0.5201573296000861,0.20812661835946228,0.3888888888888889,0.2654320987654321
109,台北一,SU3,薯蕷-樹薯,164,57,43,0.5626438648933285,0.2594411959973892,0.3475609756097561,0.2621951219512195
105,台北市場,FT061,鐵砲百合-白單朵,165,61,43,0.5379748465807441,0.23931054364537374,0.3696969696969697,0.2606060606060606
700,台南市場,FU472,洋桔梗-重瓣紫,166,63,43,0.5541977939871255,0.26697493676851425,0.3795180722891566,0.25903614457831325
420,豐原區,LI4,萵苣菜-本島尖葉,168,88,43,0.45603131851054796,0.12528361150568804,0.5238095238095238,0.25595238095238093
900,屏東市,LE1,皇宮菜-小葉,168,57,43,0.575030510064468,0.3065453779041962,0.3392857142857143,0.25595238095238093
700,台南市場,FB111,火鶴花-月光,170,68,43,0.54211373645883,0.2519489589155861,0.4,0.2529411764705882
400,台中市場,FR116,玫瑰-翡翠紅,171,57,43,0.5943981169293004,0.35934248708398425,0.3333333333333333,0.25146198830409355
338,桃農,SH5,竹筍-烏殼綠,172,88,43,0.4653870835260246,0.14166648267406476,0.5116279069767442,0.25
109,台北一,LA4,甘藍-紫色,181,74,43,0.5753826859525022,0.3253374302191284,0.4088397790055249,0.23756906077348067
220,板橋區,LC93,包心白菜-進口 包頭蓮,185,98,43,0.4749793773207488,0.16210016580735384,0.5297297297297298,0.23243243243243245
900,屏東市,FV6,辣椒-糯米椒,192,67,43,0.5714203699197014,0.2745904573963191,0.3489583333333333,0.22395833333333334
220,板橋區,B2,鳳梨-金鑽鳳梨,196,100,43,0.4965810535089458,0.12998808008814847,0.5102040816326531,0.2193877551020408
104,台北二,SV2,蘆筍-綠蘆筍,198,80,43,0.5193910732869115,0.189487984558068,0.40404040404040403,0.21717171717171718
930,台東市,FF1,絲瓜,199,111,43,0.4614070732562722,0.14376112326003399,0.5577889447236181,0.21608040201005024
109,台北一,G2,黃金果,204,84,43,0.5494796105157368,0.20556542907172964,0.4117647058823529,0.2107843137254902
800,高雄市,FF2,絲瓜-角瓜,204,93,43,0.5076907096557024,0.1875149717301251,0.45588235294117646,0.2107843137254902
400,台中市場,FY057,百合竹,207,51,43,0.6761061042928146,0.4090712155280053,0.2463768115942029,0.20772946859903382
241,三重區,11,椰子,214,102,43,0.5158668044191626,0.11041569424734764,0.4766355140186916,0.20093457943925233
400,台中市,FD1,花胡瓜,214,97,43,0.44678634917746013,0.09895192678992328,0.4532710280373832,0.20093457943925233
400,台中市,FF1,絲瓜,214,113,43,0.4429244689774867,0.09281535213678739,0.5280373831775701,0.20093457943925233
830,鳳山區,P1,番石榴-珍珠芭,216,125,43,0.4459085094626779,0.09491169461667161,0.5787037037037037,0.19907407407407407
830,鳳山區,SQ1,茭白筍-帶殼,216,111,43,0.497054071547004,0.18593141502253577,0.5138888888888888,0.19907407407407407
800,高雄市,FB1,花椰菜-青梗,224,130,43,0.42696805345855965,0.12960113762140976,0.5803571428571429,0.19196428571428573
800,高雄市,LP2,九層塔,224,132,43,0.43562843615805313,0.10187931957572217,0.5892857142857143,0.19196428571428573
105,台北市場,FG100,劍蘭-紅,112,52,42,0.5446396968531106,0.3233404829446293,0.4642857142857143,0.375
800,高雄市場,FS892,OT帕雷諾-雙朵,113,54,42,0.4929095064963775,0.27141419178565707,0.4778761061946903,0.37168141592920356
105,台北市場,FD456,小菊-卡洛粉,114,48,42,0.5142916098659558,0.2593830753674527,0.42105263157894735,0.3684210526315789
514,彰化市場,FE400,非洲菊-粉,118,53,42,0.4931481950982315,0.2647376682467559,0.4491525423728814,0.3559322033898305
104,台北二,FG3,苦瓜-山苦瓜,123,56,42,0.5597255873849196,0.25377980414076645,0.45528455284552843,0.34146341463414637
104,台北二,T5,西瓜-黃肉,123,54,42,0.48769359726504674,0.1941891835033517,0.43902439024390244,0.34146341463414637
241,三重區,G9,波蘿蜜,123,50,42,0.5859136933527657,0.29252707790006155,0.4065040650406504,0.34146341463414637
800,高雄市場,FS960,OT試金石,125,49,42,0.5831440750371608,0.33452447677947494,0.392,0.336
700,台南市場,FR436,玫瑰-翡翠粉,126,50,42,0.6015037834557341,0.35670473753601056,0.3968253968253968,0.3333333333333333
700,台南市場,FS472,水晶香水-雙朵,126,52,42,0.5709165254689365,0.4474930754785817,0.4126984126984127,0.3333333333333333
105,台北市場,FC801,染大菊-國王,128,66,42,0.4742923051095,0.1503733402213023,0.515625,0.328125
514,彰化市場,FH008,洋甘菊,129,66,42,0.5000377231593762,0.19621197306579494,0.5116279069767442,0.32558139534883723
104,台北二,FF2,絲瓜-角瓜,130,48,42,0.5562220885274002,0.3492635955393404,0.36923076923076925,0.3230769230769231
400,台中市場,IH466,繡球花-白,130,55,42,0.6036987159307194,0.2663302825542209,0.4230769230769231,0.3230769230769231
900,屏東市,LL2,茼蒿-山茼蒿,132,49,42,0.6016709362669703,0.3462106691053985,0.3712121212121212,0.3181818181818182
220,板橋區,FT12,南瓜-木瓜型 阿嬌,133,58,42,0.5146730087456356,0.19724643284222176,0.43609022556390975,0.3157894736842105
241,三重區,FV0,辣椒-其他,133,59,42,0.5854986779967979,0.3877275435922782,0.44360902255639095,0.3157894736842105
105,台北市場,FH376,小飛燕草,134,59,42,0.6050452933608538,0.31434347599365087,0.44029850746268656,0.31343283582089554
700,台南市場,FW600,水晶花-混合,134,62,42,0.5067263711922726,0.18281068988854846,0.4626865671641791,0.31343283582089554
241,三重區,LI6,萵苣菜-蘿美,135,48,42,0.6188974718973103,0.4828509066512194,0.35555555555555557,0.3111111111111111
338,桃農,SO2,甘薯-芋仔甘薯,135,46,42,0.6290591394129351,0.35062806775082656,0.34074074074074073,0.3111111111111111
400,台中市場,FD457,小菊-西維亞粉,135,52,42,0.513274263888909,0.21726100102339205,0.3851851851851852,0.3111111111111111
800,高雄市場,FC613,大菊-白天星,135,56,42,0.5137434748045444,0.21075348593788248,0.4148148148148148,0.3111111111111111
900,屏東市,LI1,萵苣菜-廣東菜,136,49,42,0.5776520908417425,0.489399019357919,0.3602941176470588,0.3088235294117647
105,台北市場,FO024,萬代蘭-巨輪粉,137,51,42,0.6445222884250036,0.43666594007698234,0.3722627737226277,0.30656934306569344
241,三重區,LK2,芥藍菜,138,51,42,0.6180947478005159,0.5424535174572188,0.3695652173913043,0.30434782608695654
400,台中市場,FU642,洋桔梗-斐諾淺粉,139,58,42,0.5647173047497943,0.2628733934884337,0.4172661870503597,0.302158273381295
514,彰化市場,FD657,小菊-西維亞白,139,59,42,0.5267091131298425,0.22269898182072892,0.4244604316546763,0.302158273381295
105,台北市場,FM042,重瓣百合-粉雙朵,140,56,42,0.5110482119947658,0.2653291070088084,0.4,0.3
104,台北二,SI1,萵苣莖,141,57,42,0.5100474025331792,0.22176975225736645,0.40425531914893614,0.2978723404255319
105,台北市場,FU171,洋桔梗-單瓣紫,141,60,42,0.5081673943964616,0.18773046679924918,0.425531914893617,0.2978723404255319
900,屏東市,LJ1,芥菜-芥菜仁,141,56,42,0.5560127172317313,0.24064999997826478,0.3971631205673759,0.2978723404255319
105,台北市場,FH795,藍星花-藍色,142,54,42,0.5641874079391317,0.3295448781038375,0.38028169014084506,0.29577464788732394
800,高雄市場,FS870,OT大連,143,47,42,0.6021255378065161,0.39434215719019855,0.32867132867132864,0.2937062937062937
109,台北一,SI1,萵苣莖,144,78,42,0.4847737833474409,0.17828945816147143,0.5416666666666666,0.2916666666666667
400,台中市,LM2,莧菜-白莧菜,149,65,42,0.4923955648726955,0.21524073003077732,0.436241610738255,0.28187919463087246
800,高雄市場,FB419,火鶴花-太極,149,60,42,0.5844025236516742,0.20658929857919667,0.40268456375838924,0.28187919463087246
220,板橋區,FY0,玉米-其他,151,52,42,0.6121636311268439,0.44824825064343105,0.3443708609271523,0.2781456953642384
400,台中市場,FB114,火鶴花-紅星,153,53,42,0.5898303647117483,0.3070874829252166,0.3464052287581699,0.27450980392156865
514,彰化市場,FT061,鐵砲百合-白單朵,154,76,42,0.4804452773881891,0.11480363775581148,0.4935064935064935,0.2727272727272727
241,三重區,SF3,韭菜-韭菜花,157,77,42,0.5111393472793732,0.25116631318636157,0.49044585987261147,0.267515923566879
338,桃農,LC3,包心白-包頭蓮,157,60,42,0.5613202483812313,0.28832965199848287,0.3821656050955414,0.267515923566879
105,台北市場,FR210,玫瑰-牡丹桔,160,76,42,0.4872754607696062,0.12764791682124876,0.475,0.2625
950,花蓮市,SO2,甘薯-芋仔甘薯,160,51,42,0.6207945314472578,0.29494045415931347,0.31875,0.2625
105,台北市場,FB407,火鶴花-夢幻,161,63,42,0.5982893334979847,0.26091032308529294,0.391304347826087,0.2608695652173913
104,台北二,SP0,薑-其他,162,61,42,0.6174731882317853,0.36905933572428595,0.3765432098765432,0.25925925925925924
514,彰化市場,FH000,其它花卉,165,53,42,0.615797104765259,0.6628414312868424,0.3212121212121212,0.2545454545454545
900,屏東市,FJ1,番茄-黑柿,165,71,42,0.5534648829320705,0.169862251735828,0.4303030303030303,0.2545454545454545
109,台北一,O9,梨-其他進口,170,77,42,0.5650943295715597,0.19346255608360707,0.45294117647058824,0.24705882352941178
220,板橋區,P3,番石榴-帝王芭,174,69,42,0.5380436859713412,0.2798325008661047,0.39655172413793105,0.2413793103448276
241,三重區,MD1,濕香菇,180,80,42,0.5512327392287454,0.308023157324031,0.4444444444444444,0.23333333333333334
950,花蓮市,SP1,薑-老薑,180,72,42,0.584731842294777,0.2503247056772483,0.4,0.23333333333333334
338,桃農,LC0,包心白-其他,185,74,42,0.5083732526277343,0.15921866625235148,0.4,0.22702702702702704
514,彰化市場,FO007,千代蘭,187,73,42,0.5691679856968234,0.2605583007045731,0.39037433155080214,0.22459893048128343
900,屏東市,FT7,南瓜-栗子,195,77,42,0.5423050769886335,0.268319805001348,0.39487179487179486,0.2153846153846154
930,台東市,FI2,茄子-麻荸茄,196,100,42,0.44572310000998866,0.12962663902340327,0.5102040816326531,0.21428571428571427
104,台北二,G2,黃金果,199,91,42,0.5159414995010851,0.16655103941908475,0.457286432160804,0.21105527638190955
514,溪湖鎮,FF1,絲瓜,199,103,42,0.45262308682574254,0.1286370720977964,0.5175879396984925,0.21105527638190955
241,三重區,FT11,南瓜-木瓜型 阿成,211,86,42,0.4926834300420616,0.1564724549365383,0.4075829383886256,0.1990521327014218
241,三重區,LT3,海菜-水蓮,211,120,42,0.4727244397140825,0.11474522382717699,0.5687203791469194,0.1990521327014218
104,台北二,FT97,南瓜-進口 栗子,214,92,42,0.4811956128493649,0.1315375538187106,0.42990654205607476,0.19626168224299065
109,台北一,11,椰子,214,108,42,0.49529488981611997,0.10646879372828275,0.5046728971962616,0.19626168224299065
109,台北一,FD1,花胡瓜,214,95,42,0.43632783593399854,0.10048090054893251,0.4439252336448598,0.19626168224299065
109,台北一,SU9,薯蕷-進口,214,85,42,0.5402169757119404,0.17323814659532688,0.397196261682243,0.19626168224299065
241,三重區,SB2,胡蘿蔔-清洗,214,105,42,0.47015805196136035,0.11231557382954048,0.49065420560747663,0.19626168224299065
400,台中市,F5,雜柑-無子檸檬,214,104,42,0.47310308865543804,0.12576057860024478,0.48598130841121495,0.19626168224299065
